baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id
201.163419493182	5.57063817228126	0.753449863983258	7.39350876358383	1.43004019892885e-13	2.60253015803062e-09	XM_067090459.1
937.520922235779	4.89882943749441	0.718452513990924	6.81858486412965	9.19416586676232e-12	8.36623123046037e-08	XM_067103334.1
1450.47136493513	3.42359650439437	0.768986808259426	4.45208743195941	8.50395241894047e-06	0.0110545307194498	XM_067083486.1
27.3392371969732	-3.28404391080294	0.78372553846216	-4.19029845224509	2.78587776658422e-05	0.0220435606408984	XM_067085373.1
1142.59724084458	3.12662326218452	0.7482849962933	4.17838561199615	2.93585588982187e-05	0.0222623505578618	EL695680.1
575.795258202369	3.11579404994953	0.683984865788906	4.55535525096127	5.22971181954843e-06	0.00865232049126927	XM_067103326.1
927.750959315694	3.05741285394204	0.665689647940749	4.59285023193596	4.37232858143147e-06	0.00795720078534713	XM_067125392.1
91.4522728642355	-2.92872007141685	0.579037324536912	-5.05791241308857	4.23871024239757e-07	0.00126878747851405	XM_067114957.1
59.553050614766	2.82699596414335	0.606276872875963	4.66287943779397	3.11815444265182e-06	0.00630525474464672	XM_067105738.1
97.0525043159572	2.73845956870674	0.632218100690845	4.33151085948716	1.48089642203099e-05	0.0149726855469677	XM_067126079.1
488.946841811815	2.72733148170885	0.784360755968287	3.47713913649591	0.000506794749546188	0.103630984797653	JP355023.1
48.0643109746283	2.69472930519913	0.715490358755911	3.766269205758	0.000165705118575	0.0574739244860473	XM_067086600.1
1662.93026340673	2.64606166501875	0.596371325609424	4.43693643773831	9.12482231663691e-06	0.0110708427560317	XM_067107548.1
174.058263663343	2.59498761633673	0.751931400255049	3.45109622427861	0.000558314474938372	0.107072427139839	GH625374.1
77.0050569074968	2.56905341473538	0.696947985012125	3.68614799093032	0.00022767398738458	0.0652619496765202	JP353991.1
72.3975209964687	2.56804958313784	0.588056905348995	4.36700863433238	1.25959749967202e-05	0.0134843617038418	EL609435.1
14969.9092842424	2.53344008312658	0.667930628908671	3.7929688705337	0.000148856823422	0.0541809065891395	XM_067105744.1
36.4480282715412	2.45787443027933	0.715145254216923	3.43688840244165	0.000588437998938399	0.109275338190612	EL609868.1
150.978551933578	2.42569393668966	0.851527011959361	2.84864003445779	0.00439065262964624	0.342942005179966	XM_067101345.1
30.8658322853419	-2.37785785313302	0.683805939159465	-3.47738695580193	0.000506326507813913	0.103630984797653	JP352727.1
340.745465076009	2.34559176922977	0.673253953035771	3.48396286223536	0.000494048035984519	0.103346898929681	XM_067118281.1
123.928611945053	2.34112971176423	0.659310153776209	3.55087768382662	0.000383948810087338	0.0884491695541704	EL609864.1
204.061986295135	2.32028380360021	0.716482563224558	3.23843722470744	0.00120186466869337	0.160936744461575	XM_067129067.1
484.601540534657	2.31779340461891	0.686816929568442	3.37468880692165	0.000738992040841216	0.124527001400642	XM_067094319.1
155.128949607113	2.31659918750478	0.681751191565458	3.39801267114082	0.000678772761381141	0.118664222735174	XM_067123688.1
66.9806364933454	2.28966088001509	0.742016183996479	3.08572903044114	0.00203053775863736	0.216103840172172	EL609862.1
286.250247983822	2.28399937570047	0.677624780397808	3.37059600205238	0.000750057664059544	0.125232104846052	XM_067132717.1
